citizen_id,total_reports,valid_reports,duplicate_reports,fake_image_count,avg_severity_reported,reports_last_30_days,trust_label,valid_ratio,duplicate_rate,fake_image_ratio,trust_score,trust_level
71,14,13,0,0,2.01,1,1,0.9285714285714286,0.0,0.0,0.9580482283074555,High
72,11,9,0,0,2.82,2,1,0.8181818181818182,0.0,0.0,0.921368999864269,High
73,9,6,0,0,2.63,0,1,0.6666666666666666,0.0,0.0,0.9031961007460098,High
74,5,3,1,0,2.01,3,1,0.6,0.2,0.0,0.8255426551015547,High
75,9,6,2,0,1.86,0,1,0.6666666666666666,0.2222222222222222,0.0,0.8995550357655213,High
76,5,4,0,0,1.65,2,1,0.8,0.0,0.0,0.9318669688880158,High
77,17,12,2,0,2.94,2,1,0.7058823529411765,0.1176470588235294,0.0,0.8754667472204559,High
78,8,6,1,0,1.64,0,1,0.75,0.125,0.0,0.9311212167042895,High
79,8,6,0,0,2.67,2,1,0.75,0.0,0.0,0.9047950142160907,High
80,9,7,1,0,1.58,2,1,0.7777777777777778,0.1111111111111111,0.0,0.9212325429064285,High
81,17,14,2,0,2.53,3,1,0.8235294117647058,0.1176470588235294,0.0,0.909207496672158,High
82,5,3,1,0,1.83,0,1,0.6,0.2,0.0,0.8791317099604219,High
83,15,12,1,0,1.85,0,1,0.8,0.0666666666666666,0.0,0.9419905653267128,High
84,17,12,1,0,2.86,2,1,0.7058823529411765,0.0588235294117647,0.0,0.8822480973030934,High
85,8,7,2,0,2.34,3,1,0.875,0.25,0.0,0.9174921871609132,High
86,14,12,2,0,1.52,0,1,0.8571428571428571,0.1428571428571428,0.0,0.9518720495443905,High
87,14,13,0,0,2.62,2,1,0.9285714285714286,0.0,0.0,0.9469816381306152,High
88,18,13,2,0,2.8,0,1,0.7222222222222222,0.1111111111111111,0.0,0.9091084804365024,High
89,10,8,0,1,1.98,0,1,0.8,0.0,0.1,0.9331426038084102,High
90,9,8,0,0,2.95,2,1,0.8888888888888888,0.0,0.0,0.9360177884311622,High
91,13,9,1,0,2.44,0,1,0.6923076923076923,0.0769230769230769,0.0,0.9083855361141356,High
92,11,8,2,0,1.59,3,1,0.7272727272727273,0.1818181818181818,0.0,0.8900004811553439,High
93,12,9,1,0,2.08,1,1,0.75,0.0833333333333333,0.0,0.918679737484919,High
94,16,15,0,1,2.18,3,1,0.9375,0.0,0.0625,0.939885436706411,High
95,13,9,0,0,1.91,3,1,0.6923076923076923,0.0,0.0,0.886982264677849,High
96,7,5,1,0,2.37,3,1,0.7142857142857143,0.1428571428571428,0.0,0.8735343106600741,High
97,14,13,1,0,1.75,0,1,0.9285714285714286,0.0714285714285714,0.0,0.9626606915527904,High
98,10,7,1,1,2.07,0,1,0.7,0.1,0.1,0.8991788440927055,High
99,13,10,2,0,1.6,0,1,0.7692307692307693,0.1538461538461538,0.0,0.934288070846431,High
100,19,14,0,0,2.54,1,1,0.7368421052631579,0.0,0.0,0.9138990372608652,High
101,9,7,2,0,2.59,0,1,0.7777777777777778,0.2222222222222222,0.0,0.9200571170429696,High
102,7,5,0,0,1.88,1,1,0.7142857142857143,0.0,0.0,0.9173299054336295,High
103,8,7,0,0,1.57,3,1,0.875,0.0,0.0,0.9404536797578568,High
104,11,9,1,0,2.75,1,1,0.8181818181818182,0.0909090909090909,0.0,0.9262742143202926,High
105,5,4,0,0,2.11,2,1,0.8,0.0,0.0,0.9262215317235203,High
106,19,18,0,0,1.82,2,1,0.9473684210526316,0.0,0.0,0.9567725355473402,High
107,16,13,1,0,2.09,1,1,0.8125,0.0625,0.0,0.9344744461700815,High
108,19,15,0,0,2.87,3,1,0.7894736842105263,0.0,0.0,0.9020069887370631,High
109,14,12,0,0,2.19,3,1,0.8571428571428571,0.0,0.0,0.9296914293622175,High
110,5,4,0,1,2.02,0,1,0.8,0.0,0.2,0.9202721688701367,High
111,15,14,2,0,2.19,0,1,0.9333333333333332,0.1333333333333333,0.0,0.9582300670505428,High
112,15,12,0,0,2.27,2,0,0.8,0.0,0.0,0.9241589428355047,High
113,17,13,2,0,2.02,0,1,0.7647058823529411,0.1176470588235294,0.0,0.9302513552207704,High
114,10,7,1,0,2.03,0,1,0.7,0.1,0.0,0.9151403787735594,High
115,5,4,1,0,1.64,0,1,0.8,0.2,0.0,0.9379568474091292,High
116,10,9,1,0,1.59,3,1,0.9,0.1,0.0,0.9404723020896194,High
117,5,4,0,0,1.81,3,1,0.8,0.0,0.0,0.9208396709966599,High
118,10,8,1,0,2.19,1,1,0.8,0.1,0.0,0.9285274843305926,High
119,18,15,2,0,2.77,2,1,0.8333333333333334,0.1111111111111111,0.0,0.9191579940862243,High
120,16,12,1,0,2.1,2,1,0.75,0.0625,0.0,0.9093717638223463,High
121,11,8,1,0,1.82,0,1,0.7272727272727273,0.0909090909090909,0.0,0.9255100516318143,High
122,16,12,0,0,2.52,0,1,0.75,0.0,0.0,0.9271589784682366,High
123,17,13,2,0,2.38,1,1,0.7647058823529411,0.1176470588235294,0.0,0.9161681391735452,High
124,5,4,2,0,2.04,0,1,0.8,0.4,0.0,0.9224007020466694,High
125,6,4,2,1,2.9,0,1,0.6666666666666666,0.3333333333333333,0.1666666666666666,0.8323291379704023,High
126,9,7,1,0,2.78,3,1,0.7777777777777778,0.1111111111111111,0.0,0.8912507238747288,High
127,18,13,2,0,2.12,2,0,0.7222222222222222,0.1111111111111111,0.0,0.8970831474729158,High
128,19,15,2,0,2.96,1,1,0.7894736842105263,0.1052631578947368,0.0,0.9152779562181675,High
129,10,9,1,0,2.3,2,1,0.9,0.1,0.0,0.940464890581357,High
130,17,15,0,0,2.57,1,1,0.8823529411764706,0.0,0.0,0.9459955514975148,High
131,8,6,2,0,1.93,1,1,0.75,0.25,0.0,0.9100456876172793,High
132,15,13,0,0,2.05,0,1,0.8666666666666667,0.0,0.0,0.954241353874554,High
133,9,8,1,1,2.53,0,1,0.8888888888888888,0.1111111111111111,0.1111111111111111,0.9388040415712354,High
134,19,18,0,0,2.21,2,1,0.9473684210526316,0.0,0.0,0.9536664072003049,High
135,7,6,2,0,2.62,1,1,0.8571428571428571,0.2857142857142857,0.0,0.9261519465916074,High
136,9,8,0,0,1.6,2,1,0.8888888888888888,0.0,0.0,0.9495250976086556,High
137,10,7,2,0,2.7,1,1,0.7,0.2,0.0,0.8847492188835973,High
138,9,6,2,0,2.86,1,1,0.6666666666666666,0.2222222222222222,0.0,0.866910196603023,High
139,14,10,1,0,2.57,2,1,0.7142857142857143,0.0714285714285714,0.0,0.8896042775728875,High
140,17,12,2,0,1.85,0,1,0.7058823529411765,0.1176470588235294,0.0,0.9181477244107054,High
141,11,9,1,0,2.44,3,1,0.8181818181818182,0.0909090909090909,0.0,0.910872050295324,High
142,10,9,2,0,1.71,1,1,0.9,0.2,0.0,0.9487702110120151,High
143,17,12,1,0,3.0,3,1,0.7058823529411765,0.0588235294117647,0.0,0.8647951267008084,High
144,17,16,2,0,1.81,1,1,0.9411764705882352,0.1176470588235294,0.0,0.9573807758370629,High
145,9,8,1,0,2.3,1,1,0.8888888888888888,0.1111111111111111,0.0,0.9450089158365882,High
146,17,15,2,0,2.23,0,1,0.8823529411764706,0.1176470588235294,0.0,0.9507808318346147,High
147,17,13,2,0,2.35,2,1,0.7647058823529411,0.1176470588235294,0.0,0.9059246137395797,High
148,15,11,2,1,2.38,3,1,0.7333333333333333,0.1333333333333333,0.0666666666666666,0.867985393615051,High
149,19,15,1,0,2.38,1,1,0.7894736842105263,0.0526315789473684,0.0,0.9263245686263721,High
150,13,9,2,0,2.9,2,1,0.6923076923076923,0.1538461538461538,0.0,0.8676504636234958,High
151,8,6,0,0,2.66,1,1,0.75,0.0,0.0,0.9157267701824826,High
152,13,10,2,0,2.76,3,1,0.7692307692307693,0.1538461538461538,0.0,0.8851462221098911,High
153,5,4,0,1,1.78,1,1,0.8,0.0,0.2,0.9136184603697606,High
154,5,3,1,0,2.41,3,1,0.6,0.2,0.0,0.814550690148555,High
155,9,6,1,0,2.41,0,1,0.6666666666666666,0.1111111111111111,0.0,0.8986248624968131,High
156,8,6,1,0,2.2,1,1,0.75,0.125,0.0,0.9143244827503871,High
157,15,11,2,0,1.71,2,1,0.7333333333333333,0.1333333333333333,0.0,0.9056667261876259,High
158,11,9,0,0,2.67,0,1,0.8181818181818182,0.0,0.0,0.9400974378491931,High
159,14,13,1,0,2.96,2,1,0.9285714285714286,0.0714285714285714,0.0,0.9404781485296204,High
160,8,7,1,0,1.78,0,1,0.875,0.125,0.0,0.9531633727199386,High
161,17,14,2,0,1.81,1,1,0.8235294117647058,0.1176470588235294,0.0,0.9371643891495044,High
162,17,16,1,0,1.6,2,1,0.9411764705882352,0.0588235294117647,0.0,0.9555407371551632,High
163,19,15,1,0,2.1,0,1,0.7894736842105263,0.0526315789473684,0.0,0.9379539639190372,High
164,19,17,0,0,2.92,2,1,0.8947368421052632,0.0,0.0,0.9375541946054523,High
165,14,12,1,0,1.54,0,1,0.8571428571428571,0.0714285714285714,0.0,0.954353576918618,High
166,6,4,0,0,1.83,0,1,0.6666666666666666,0.0,0.0,0.9154647762484114,High
167,15,13,0,0,2.7,0,1,0.8666666666666667,0.0,0.0,0.948654350359514,High
168,5,4,2,0,1.86,2,1,0.8,0.4,0.0,0.9041940143033315,High
169,12,10,2,1,2.5,3,1,0.8333333333333334,0.1666666666666666,0.0833333333333333,0.8957586572182302,High
170,19,15,2,0,1.81,0,1,0.7894736842105263,0.1052631578947368,0.0,0.9385533606481561,High
171,17,14,0,0,2.87,1,1,0.8235294117647058,0.0,0.0,0.9310231203260323,High
172,15,12,2,0,1.55,2,1,0.8,0.1333333333333333,0.0,0.9257882534122073,High
173,9,7,1,0,1.94,0,1,0.7777777777777778,0.1111111111111111,0.0,0.9344035975893488,High
174,10,7,1,0,2.84,2,1,0.7,0.1,0.0,0.8768545781935765,High
175,5,4,2,0,2.31,0,1,0.8,0.4,0.0,0.9187236340285507,High
176,11,8,1,0,2.98,1,1,0.7272727272727273,0.0909090909090909,0.0,0.8976608074117918,High
177,17,13,2,0,2.87,1,1,0.7647058823529411,0.1176470588235294,0.0,0.9088867638121936,High
178,8,6,1,0,2.48,0,1,0.75,0.125,0.0,0.9203842672521473,High
179,11,8,1,0,2.85,2,1,0.7272727272727273,0.0909090909090909,0.0,0.887314510923508,High
180,12,10,0,0,2.36,2,1,0.8333333333333334,0.0,0.0,0.9308308257660185,High
181,9,7,1,0,1.75,1,1,0.7777777777777778,0.1111111111111111,0.0,0.9282199892043507,High
182,7,5,2,0,2.76,0,1,0.7142857142857143,0.2857142857142857,0.0,0.8945180338854073,High
183,8,6,2,0,2.92,2,1,0.75,0.25,0.0,0.8805529139232697,High
184,12,10,1,0,1.9,0,1,0.8333333333333334,0.0833333333333333,0.0,0.9468634168936938,High
185,7,5,2,0,2.4,2,1,0.7142857142857143,0.2857142857142857,0.0,0.8744147524566394,High
186,14,11,0,0,2.59,3,1,0.7857142857142857,0.0,0.0,0.9054062732205095,High
187,15,14,1,0,2.73,2,1,0.9333333333333332,0.0666666666666666,0.0,0.9439280434869136,High
188,16,14,1,0,2.04,3,1,0.875,0.0625,0.0,0.932150700815147,High
189,15,11,0,0,2.17,0,1,0.7333333333333333,0.0,0.0,0.9276418276620115,High
190,18,15,2,0,2.59,2,1,0.8333333333333334,0.1111111111111111,0.0,0.9216145558431637,High
191,12,9,1,0,2.54,2,1,0.75,0.0833333333333333,0.0,0.900853660921767,High
192,14,12,1,0,1.77,0,1,0.8571428571428571,0.0714285714285714,0.0,0.9524505636129519,High
193,14,12,1,0,1.95,2,1,0.8571428571428571,0.0714285714285714,0.0,0.9369977642247139,High
194,6,4,2,0,2.79,2,1,0.6666666666666666,0.3333333333333333,0.0,0.8405923443377864,High
195,6,4,1,0,2.39,1,1,0.6666666666666666,0.1666666666666666,0.0,0.8815876797042821,High
196,16,12,1,0,2.01,2,1,0.75,0.0625,0.0,0.9107438962542397,High
197,16,14,2,0,2.69,3,1,0.875,0.125,0.0,0.9203619828909144,High
198,6,4,0,0,2.13,1,1,0.6666666666666666,0.0,0.0,0.899733716432581,High
199,6,5,2,0,2.08,0,1,0.8333333333333334,0.3333333333333333,0.0,0.9333501814603116,High
200,15,13,1,0,1.63,1,1,0.8666666666666667,0.0666666666666666,0.0,0.9492295460374264,High
201,16,12,2,0,2.13,1,1,0.75,0.125,0.0,0.9153403525083093,High
202,9,6,1,0,2.03,0,1,0.6666666666666666,0.1111111111111111,0.0,0.9048933417247236,High
203,8,7,1,0,1.53,3,0,0.875,0.125,0.0,0.934828550973152,High
204,13,11,0,0,1.83,3,1,0.8461538461538461,0.0,0.0,0.9315507796873852,High
205,17,16,2,0,2.82,2,1,0.9411764705882352,0.1176470588235294,0.0,0.9422231595052007,High
206,15,12,0,1,2.99,2,1,0.8,0.0,0.0666666666666666,0.9041725485804603,High
207,8,6,2,0,2.27,2,1,0.75,0.25,0.0,0.8927120867766548,High
208,6,4,1,0,2.67,1,1,0.6666666666666666,0.1666666666666666,0.0,0.8760340229526303,High
209,9,7,2,0,2.89,0,0,0.7777777777777778,0.2222222222222222,0.0,0.9158494197351974,High
210,17,14,1,0,2.54,1,1,0.8235294117647058,0.0588235294117647,0.0,0.9318316604627096,High
211,7,6,0,0,1.55,2,1,0.8571428571428571,0.0,0.0,0.9444480991937401,High
212,9,7,2,0,1.91,2,1,0.7777777777777778,0.2222222222222222,0.0,0.9093358730901753,High
213,7,5,1,0,1.99,0,1,0.7142857142857143,0.1428571428571428,0.0,0.916804560126265,High
214,15,13,1,0,1.51,2,1,0.8666666666666667,0.0666666666666666,0.0,0.9436712462195749,High
215,14,11,1,1,2.52,3,1,0.7857142857142857,0.0714285714285714,0.0714285714285714,0.8891621130656885,High
216,5,4,0,0,2.86,0,1,0.8,0.0,0.0,0.934292630479305,High
217,12,10,2,0,2.82,0,1,0.8333333333333334,0.1666666666666666,0.0,0.9333784002878848,High
218,12,9,2,0,2.0,0,1,0.75,0.1666666666666666,0.0,0.9243108761235564,High
219,9,7,2,0,1.74,3,1,0.7777777777777778,0.2222222222222222,0.0,0.9007067907452188,High
220,14,10,2,0,1.69,1,1,0.7142857142857143,0.1428571428571428,0.0,0.910801920660099,High
221,18,14,1,0,1.89,0,1,0.7777777777777778,0.0555555555555555,0.0,0.9377191885627177,High
222,17,14,0,0,1.89,3,1,0.8235294117647058,0.0,0.0,0.9255886446353163,High
223,12,9,2,0,2.64,2,1,0.75,0.1666666666666666,0.0,0.8927338125024107,High
224,6,4,2,0,2.68,0,1,0.6666666666666666,0.3333333333333333,0.0,0.8751586147810323,High
225,8,7,2,0,1.6,3,1,0.875,0.25,0.0,0.9273438515045878,High
226,5,4,1,0,2.81,1,0,0.8,0.2,0.0,0.9141842762703972,High
227,17,15,2,0,2.08,0,1,0.8823529411764706,0.1176470588235294,0.0,0.9520719656837398,High
228,5,4,2,0,1.88,2,1,0.8,0.4,0.0,0.9038708175194055,High
229,6,5,1,1,1.65,0,1,0.8333333333333334,0.1666666666666666,0.1666666666666666,0.9278118249009589,High
230,19,18,0,0,1.62,3,1,0.9473684210526316,0.0,0.0,0.9526746514996337,High
231,10,9,2,0,1.73,1,1,0.9,0.2,0.0,0.9485888396977644,High
232,9,8,0,0,2.64,1,1,0.8888888888888888,0.0,0.0,0.946489716007751,High
233,15,11,1,0,2.62,2,1,0.7333333333333333,0.0666666666666666,0.0,0.8954492379586872,High
234,5,3,1,0,2.31,3,1,0.6,0.2,0.0,0.8173478843095742,High
235,13,9,0,0,2.18,2,1,0.6923076923076923,0.0,0.0,0.8949286167181386,High
236,11,10,0,0,2.87,0,0,0.9090909090909092,0.0,0.0,0.9540204725362826,High
237,8,7,2,0,2.4,1,1,0.875,0.25,0.0,0.9347348869943758,High
238,8,7,0,0,1.74,0,1,0.875,0.0,0.0,0.957883562760622,High
239,9,6,1,0,2.98,2,1,0.6666666666666666,0.1111111111111111,0.0,0.859559635942379,High
240,9,7,1,0,2.96,1,1,0.7777777777777778,0.1111111111111111,0.0,0.9116768484671983,High
241,15,11,0,0,2.86,1,1,0.7333333333333333,0.0,0.0,0.9080771849948795,High
242,7,6,0,0,2.36,0,1,0.8571428571428571,0.0,0.0,0.9501044100730163,High
243,10,8,0,0,2.91,3,1,0.8,0.0,0.0,0.9045573619023315,High
244,5,3,0,0,2.74,0,1,0.6,0.0,0.0,0.8787536248364155,High
245,11,9,1,0,2.54,1,1,0.8181818181818182,0.0909090909090909,0.0,0.9289012803271306,High
246,14,12,0,1,2.56,0,1,0.8571428571428571,0.0,0.0714285714285714,0.9415322368117447,High
247,10,7,2,0,2.56,0,1,0.7,0.2,0.0,0.8999244818458524,High
248,6,5,1,0,2.72,2,1,0.8333333333333334,0.1666666666666666,0.0,0.9163822812724554,High
249,8,7,1,0,2.22,1,1,0.875,0.125,0.0,0.9426244450631615,High
250,16,13,1,0,2.39,1,1,0.8125,0.0625,0.0,0.9309686523796464,High
251,13,9,2,0,2.21,2,1,0.6923076923076923,0.1538461538461538,0.0,0.8817246722183746,High
252,17,16,2,0,2.33,3,1,0.9411764705882352,0.1176470588235294,0.0,0.9399589912654315,High
253,10,7,0,0,1.8,3,1,0.7,0.0,0.0,0.8916346550157244,High
254,17,12,2,0,2.94,1,1,0.7058823529411765,0.1176470588235294,0.0,0.8891708364110319,High
255,12,9,1,1,2.31,3,1,0.75,0.0833333333333333,0.0833333333333333,0.8771153681695872,High
256,13,12,1,0,2.41,3,1,0.9230769230769232,0.0769230769230769,0.0,0.937420155028181,High
257,8,7,2,0,1.93,2,1,0.875,0.25,0.0,0.9319625495927353,High
258,7,5,1,0,1.85,2,1,0.7142857142857143,0.1428571428571428,0.0,0.8967430352618008,High
259,8,7,1,0,2.06,3,1,0.875,0.125,0.0,0.9285496977106491,High
260,9,6,1,0,1.65,1,1,0.6666666666666666,0.1111111111111111,0.0,0.899482103582867,High
261,18,13,1,0,2.09,0,0,0.7222222222222222,0.0555555555555555,0.0,0.9228091480634097,High
262,6,4,0,0,2.66,0,1,0.6666666666666666,0.0,0.0,0.9027064308000609,High
263,17,14,1,0,2.0,1,1,0.8235294117647058,0.0588235294117647,0.0,0.9379499044755487,High
264,16,13,0,0,2.38,3,1,0.8125,0.0,0.0,0.9161504018977463,High
265,13,12,1,0,2.41,0,1,0.9230769230769232,0.0769230769230769,0.0,0.9570176979747382,High
266,16,12,0,0,2.17,3,1,0.75,0.0,0.0,0.9013835740602353,High
267,10,9,0,0,1.59,1,1,0.9,0.0,0.0,0.9571864673835752,High
268,8,7,0,0,2.18,2,1,0.875,0.0,0.0,0.9414809578259161,High
269,9,6,0,0,1.72,3,0,0.6666666666666666,0.0,0.0,0.8814681865823506,High
270,12,11,2,0,2.46,0,1,0.9166666666666666,0.1666666666666666,0.0,0.9524357484280714,High
271,19,16,1,0,1.71,1,1,0.8421052631578947,0.0526315789473684,0.0,0.9447773412352354,High
272,17,15,1,0,1.74,2,1,0.8823529411764706,0.0588235294117647,0.0,0.9446348229471714,High
273,11,8,1,0,1.88,1,1,0.7272727272727273,0.0909090909090909,0.0,0.9150091081530899,High
274,11,9,2,0,1.87,1,1,0.8181818181818182,0.1818181818181818,0.0,0.9320933882306157,High
275,19,14,2,0,2.88,1,1,0.7368421052631579,0.1052631578947368,0.0,0.9012800798133666,High
276,19,18,0,0,2.49,1,0,0.9473684210526316,0.0,0.0,0.9570741973560273,High
277,10,9,0,0,2.81,0,1,0.9,0.0,0.0,0.9531140709600544,High
278,17,12,2,0,2.65,0,1,0.7058823529411765,0.1176470588235294,0.0,0.9062285434297731,High
279,7,6,1,0,1.98,0,1,0.8571428571428571,0.1428571428571428,0.0,0.9477913454751185,High
280,5,4,1,0,1.99,0,1,0.8,0.2,0.0,0.9340529760074671,High
281,14,12,2,0,2.32,3,1,0.8571428571428571,0.1428571428571428,0.0,0.9197689016472106,High
282,5,3,1,0,1.75,2,1,0.6,0.2,0.0,0.850038663526376,High
283,6,5,0,0,2.93,1,1,0.8333333333333334,0.0,0.0,0.9324827052360569,High
284,16,12,0,0,1.72,3,1,0.75,0.0,0.0,0.9085877380869233,High
285,19,17,2,0,2.72,2,1,0.8947368421052632,0.1052631578947368,0.0,0.9345566791630987,High
286,15,13,0,0,1.51,2,1,0.8666666666666667,0.0,0.0,0.946540446237504,High
287,16,14,0,0,1.59,2,1,0.875,0.0,0.0,0.947249918814711,High
288,10,9,1,0,1.89,3,1,0.9,0.1,0.0,0.9372658666628457,High
289,15,11,2,0,1.97,3,1,0.7333333333333333,0.1333333333333333,0.0,0.8890716904791195,High
290,6,5,0,1,1.68,1,1,0.8333333333333334,0.0,0.1666666666666666,0.9278510696769837,High
291,19,17,1,0,2.56,2,1,0.8947368421052632,0.0526315789473684,0.0,0.9389093608895952,High
292,14,10,1,0,2.23,3,1,0.7142857142857143,0.0714285714285714,0.0,0.8826657671821392,High
293,5,4,0,0,1.5,2,1,0.8,0.0,0.0,0.9336196176854308,High
294,9,7,0,0,2.42,2,1,0.7777777777777778,0.0,0.0,0.9164409088921998,High
295,17,13,0,0,1.95,0,1,0.7647058823529411,0.0,0.0,0.9370980708308045,High
296,8,7,2,0,2.65,1,1,0.875,0.25,0.0,0.9318359397305435,High
