citizen_id,total_reports,valid_reports,duplicate_reports,fake_image_count,avg_severity_reported,reports_last_30_days,trust_label,valid_ratio,duplicate_rate,fake_image_ratio
87,14,13,0,0,2.62,2,1,0.9285714285714286,0.0,0.0
88,18,13,2,0,2.8,0,1,0.7222222222222222,0.1111111111111111,0.0
89,10,8,0,1,1.98,0,1,0.8,0.0,0.1
90,9,8,0,0,2.95,2,1,0.8888888888888888,0.0,0.0
91,13,9,1,0,2.44,0,1,0.6923076923076923,0.07692307692307693,0.0
92,11,8,2,0,1.59,3,1,0.7272727272727273,0.18181818181818182,0.0
93,12,9,1,0,2.08,1,1,0.75,0.08333333333333333,0.0
94,16,15,0,1,2.18,3,1,0.9375,0.0,0.0625
95,13,9,0,0,1.91,3,1,0.6923076923076923,0.0,0.0
96,7,5,1,0,2.37,3,1,0.7142857142857143,0.14285714285714285,0.0
97,14,13,1,0,1.75,0,1,0.9285714285714286,0.07142857142857142,0.0
98,10,7,1,1,2.07,0,1,0.7,0.1,0.1
99,13,10,2,0,1.6,0,1,0.7692307692307693,0.15384615384615385,0.0
100,19,14,0,0,2.54,1,1,0.7368421052631579,0.0,0.0
101,9,7,2,0,2.59,0,1,0.7777777777777778,0.2222222222222222,0.0
102,7,5,0,0,1.88,1,1,0.7142857142857143,0.0,0.0
103,8,7,0,0,1.57,3,1,0.875,0.0,0.0
104,11,9,1,0,2.75,1,1,0.8181818181818182,0.09090909090909091,0.0
105,5,4,0,0,2.11,2,1,0.8,0.0,0.0
106,19,18,0,0,1.82,2,1,0.9473684210526315,0.0,0.0
107,16,13,1,0,2.09,1,1,0.8125,0.0625,0.0
108,19,15,0,0,2.87,3,1,0.7894736842105263,0.0,0.0
109,14,12,0,0,2.19,3,1,0.8571428571428571,0.0,0.0
110,5,4,0,1,2.02,0,1,0.8,0.0,0.2
111,15,14,2,0,2.19,0,1,0.9333333333333333,0.13333333333333333,0.0
112,15,12,0,0,2.27,2,0,0.8,0.0,0.0
113,17,13,2,0,2.02,0,1,0.7647058823529411,0.11764705882352941,0.0
114,10,7,1,0,2.03,0,1,0.7,0.1,0.0
115,5,4,1,0,1.64,0,1,0.8,0.2,0.0
116,10,9,1,0,1.59,3,1,0.9,0.1,0.0
117,5,4,0,0,1.81,3,1,0.8,0.0,0.0
118,10,8,1,0,2.19,1,1,0.8,0.1,0.0
119,18,15,2,0,2.77,2,1,0.8333333333333334,0.1111111111111111,0.0
120,16,12,1,0,2.1,2,1,0.75,0.0625,0.0
121,11,8,1,0,1.82,0,1,0.7272727272727273,0.09090909090909091,0.0
122,16,12,0,0,2.52,0,1,0.75,0.0,0.0
123,17,13,2,0,2.38,1,1,0.7647058823529411,0.11764705882352941,0.0
124,5,4,2,0,2.04,0,1,0.8,0.4,0.0
125,6,4,2,1,2.9,0,1,0.6666666666666666,0.3333333333333333,0.16666666666666666
126,9,7,1,0,2.78,3,1,0.7777777777777778,0.1111111111111111,0.0
127,18,13,2,0,2.12,2,0,0.7222222222222222,0.1111111111111111,0.0
128,19,15,2,0,2.96,1,1,0.7894736842105263,0.10526315789473684,0.0
129,10,9,1,0,2.3,2,1,0.9,0.1,0.0
130,17,15,0,0,2.57,1,1,0.8823529411764706,0.0,0.0
131,8,6,2,0,1.93,1,1,0.75,0.25,0.0
132,15,13,0,0,2.05,0,1,0.8666666666666667,0.0,0.0
133,9,8,1,1,2.53,0,1,0.8888888888888888,0.1111111111111111,0.1111111111111111
134,19,18,0,0,2.21,2,1,0.9473684210526315,0.0,0.0
135,7,6,2,0,2.62,1,1,0.8571428571428571,0.2857142857142857,0.0
136,9,8,0,0,1.6,2,1,0.8888888888888888,0.0,0.0
137,10,7,2,0,2.7,1,1,0.7,0.2,0.0
138,9,6,2,0,2.86,1,1,0.6666666666666666,0.2222222222222222,0.0
139,14,10,1,0,2.57,2,1,0.7142857142857143,0.07142857142857142,0.0
140,17,12,2,0,1.85,0,1,0.7058823529411765,0.11764705882352941,0.0
141,11,9,1,0,2.44,3,1,0.8181818181818182,0.09090909090909091,0.0
142,10,9,2,0,1.71,1,1,0.9,0.2,0.0
143,17,12,1,0,3.0,3,1,0.7058823529411765,0.058823529411764705,0.0
144,17,16,2,0,1.81,1,1,0.9411764705882353,0.11764705882352941,0.0
145,9,8,1,0,2.3,1,1,0.8888888888888888,0.1111111111111111,0.0
146,17,15,2,0,2.23,0,1,0.8823529411764706,0.11764705882352941,0.0
147,17,13,2,0,2.35,2,1,0.7647058823529411,0.11764705882352941,0.0
148,15,11,2,1,2.38,3,1,0.7333333333333333,0.13333333333333333,0.06666666666666667
149,19,15,1,0,2.38,1,1,0.7894736842105263,0.05263157894736842,0.0
150,13,9,2,0,2.9,2,1,0.6923076923076923,0.15384615384615385,0.0
151,8,6,0,0,2.66,1,1,0.75,0.0,0.0
152,13,10,2,0,2.76,3,1,0.7692307692307693,0.15384615384615385,0.0
153,5,4,0,1,1.78,1,1,0.8,0.0,0.2
154,5,3,1,0,2.41,3,1,0.6,0.2,0.0
155,9,6,1,0,2.41,0,1,0.6666666666666666,0.1111111111111111,0.0
156,8,6,1,0,2.2,1,1,0.75,0.125,0.0
157,15,11,2,0,1.71,2,1,0.7333333333333333,0.13333333333333333,0.0
158,11,9,0,0,2.67,0,1,0.8181818181818182,0.0,0.0
159,14,13,1,0,2.96,2,1,0.9285714285714286,0.07142857142857142,0.0
160,8,7,1,0,1.78,0,1,0.875,0.125,0.0
161,17,14,2,0,1.81,1,1,0.8235294117647058,0.11764705882352941,0.0
162,17,16,1,0,1.6,2,1,0.9411764705882353,0.058823529411764705,0.0
163,19,15,1,0,2.1,0,1,0.7894736842105263,0.05263157894736842,0.0
164,19,17,0,0,2.92,2,1,0.8947368421052632,0.0,0.0
165,14,12,1,0,1.54,0,1,0.8571428571428571,0.07142857142857142,0.0
166,6,4,0,0,1.83,0,1,0.6666666666666666,0.0,0.0
167,15,13,0,0,2.7,0,1,0.8666666666666667,0.0,0.0
168,5,4,2,0,1.86,2,1,0.8,0.4,0.0
169,12,10,2,1,2.5,3,1,0.8333333333333334,0.16666666666666666,0.08333333333333333
170,19,15,2,0,1.81,0,1,0.7894736842105263,0.10526315789473684,0.0
171,17,14,0,0,2.87,1,1,0.8235294117647058,0.0,0.0
172,15,12,2,0,1.55,2,1,0.8,0.13333333333333333,0.0
173,9,7,1,0,1.94,0,1,0.7777777777777778,0.1111111111111111,0.0
174,10,7,1,0,2.84,2,1,0.7,0.1,0.0
175,5,4,2,0,2.31,0,1,0.8,0.4,0.0
176,11,8,1,0,2.98,1,1,0.7272727272727273,0.09090909090909091,0.0
177,17,13,2,0,2.87,1,1,0.7647058823529411,0.11764705882352941,0.0
178,8,6,1,0,2.48,0,1,0.75,0.125,0.0
179,11,8,1,0,2.85,2,1,0.7272727272727273,0.09090909090909091,0.0
180,12,10,0,0,2.36,2,1,0.8333333333333334,0.0,0.0
181,9,7,1,0,1.75,1,1,0.7777777777777778,0.1111111111111111,0.0
182,7,5,2,0,2.76,0,1,0.7142857142857143,0.2857142857142857,0.0
183,8,6,2,0,2.92,2,1,0.75,0.25,0.0
184,12,10,1,0,1.9,0,1,0.8333333333333334,0.08333333333333333,0.0
185,7,5,2,0,2.4,2,1,0.7142857142857143,0.2857142857142857,0.0
186,14,11,0,0,2.59,3,1,0.7857142857142857,0.0,0.0
187,15,14,1,0,2.73,2,1,0.9333333333333333,0.06666666666666667,0.0
188,16,14,1,0,2.04,3,1,0.875,0.0625,0.0
189,15,11,0,0,2.17,0,1,0.7333333333333333,0.0,0.0
190,18,15,2,0,2.59,2,1,0.8333333333333334,0.1111111111111111,0.0
191,12,9,1,0,2.54,2,1,0.75,0.08333333333333333,0.0
192,14,12,1,0,1.77,0,1,0.8571428571428571,0.07142857142857142,0.0
193,14,12,1,0,1.95,2,1,0.8571428571428571,0.07142857142857142,0.0
194,6,4,2,0,2.79,2,1,0.6666666666666666,0.3333333333333333,0.0
195,6,4,1,0,2.39,1,1,0.6666666666666666,0.16666666666666666,0.0
196,16,12,1,0,2.01,2,1,0.75,0.0625,0.0
197,16,14,2,0,2.69,3,1,0.875,0.125,0.0
198,6,4,0,0,2.13,1,1,0.6666666666666666,0.0,0.0
199,6,5,2,0,2.08,0,1,0.8333333333333334,0.3333333333333333,0.0
200,15,13,1,0,1.63,1,1,0.8666666666666667,0.06666666666666667,0.0
201,16,12,2,0,2.13,1,1,0.75,0.125,0.0
202,9,6,1,0,2.03,0,1,0.6666666666666666,0.1111111111111111,0.0
203,8,7,1,0,1.53,3,0,0.875,0.125,0.0
204,13,11,0,0,1.83,3,1,0.8461538461538461,0.0,0.0
205,17,16,2,0,2.82,2,1,0.9411764705882353,0.11764705882352941,0.0
206,15,12,0,1,2.99,2,1,0.8,0.0,0.06666666666666667
207,8,6,2,0,2.27,2,1,0.75,0.25,0.0
208,6,4,1,0,2.67,1,1,0.6666666666666666,0.16666666666666666,0.0
209,9,7,2,0,2.89,0,0,0.7777777777777778,0.2222222222222222,0.0
210,17,14,1,0,2.54,1,1,0.8235294117647058,0.058823529411764705,0.0
211,7,6,0,0,1.55,2,1,0.8571428571428571,0.0,0.0
212,9,7,2,0,1.91,2,1,0.7777777777777778,0.2222222222222222,0.0
213,7,5,1,0,1.99,0,1,0.7142857142857143,0.14285714285714285,0.0
214,15,13,1,0,1.51,2,1,0.8666666666666667,0.06666666666666667,0.0
215,14,11,1,1,2.52,3,1,0.7857142857142857,0.07142857142857142,0.07142857142857142
216,5,4,0,0,2.86,0,1,0.8,0.0,0.0
217,12,10,2,0,2.82,0,1,0.8333333333333334,0.16666666666666666,0.0
218,12,9,2,0,2.0,0,1,0.75,0.16666666666666666,0.0
219,9,7,2,0,1.74,3,1,0.7777777777777778,0.2222222222222222,0.0
220,14,10,2,0,1.69,1,1,0.7142857142857143,0.14285714285714285,0.0
221,18,14,1,0,1.89,0,1,0.7777777777777778,0.05555555555555555,0.0
222,17,14,0,0,1.89,3,1,0.8235294117647058,0.0,0.0
223,12,9,2,0,2.64,2,1,0.75,0.16666666666666666,0.0
224,6,4,2,0,2.68,0,1,0.6666666666666666,0.3333333333333333,0.0
225,8,7,2,0,1.6,3,1,0.875,0.25,0.0
226,5,4,1,0,2.81,1,0,0.8,0.2,0.0
227,17,15,2,0,2.08,0,1,0.8823529411764706,0.11764705882352941,0.0
228,5,4,2,0,1.88,2,1,0.8,0.4,0.0
229,6,5,1,1,1.65,0,1,0.8333333333333334,0.16666666666666666,0.16666666666666666
230,19,18,0,0,1.62,3,1,0.9473684210526315,0.0,0.0
231,10,9,2,0,1.73,1,1,0.9,0.2,0.0
232,9,8,0,0,2.64,1,1,0.8888888888888888,0.0,0.0
233,15,11,1,0,2.62,2,1,0.7333333333333333,0.06666666666666667,0.0
234,5,3,1,0,2.31,3,1,0.6,0.2,0.0
235,13,9,0,0,2.18,2,1,0.6923076923076923,0.0,0.0
236,11,10,0,0,2.87,0,0,0.9090909090909091,0.0,0.0
237,8,7,2,0,2.4,1,1,0.875,0.25,0.0
238,8,7,0,0,1.74,0,1,0.875,0.0,0.0
239,9,6,1,0,2.98,2,1,0.6666666666666666,0.1111111111111111,0.0
240,9,7,1,0,2.96,1,1,0.7777777777777778,0.1111111111111111,0.0
241,15,11,0,0,2.86,1,1,0.7333333333333333,0.0,0.0
242,7,6,0,0,2.36,0,1,0.8571428571428571,0.0,0.0
243,10,8,0,0,2.91,3,1,0.8,0.0,0.0
244,5,3,0,0,2.74,0,1,0.6,0.0,0.0
245,11,9,1,0,2.54,1,1,0.8181818181818182,0.09090909090909091,0.0
246,14,12,0,1,2.56,0,1,0.8571428571428571,0.0,0.07142857142857142
247,10,7,2,0,2.56,0,1,0.7,0.2,0.0
248,6,5,1,0,2.72,2,1,0.8333333333333334,0.16666666666666666,0.0
249,8,7,1,0,2.22,1,1,0.875,0.125,0.0
250,16,13,1,0,2.39,1,1,0.8125,0.0625,0.0
251,13,9,2,0,2.21,2,1,0.6923076923076923,0.15384615384615385,0.0
252,17,16,2,0,2.33,3,1,0.9411764705882353,0.11764705882352941,0.0
253,10,7,0,0,1.8,3,1,0.7,0.0,0.0
254,17,12,2,0,2.94,1,1,0.7058823529411765,0.11764705882352941,0.0
255,12,9,1,1,2.31,3,1,0.75,0.08333333333333333,0.08333333333333333
256,13,12,1,0,2.41,3,1,0.9230769230769231,0.07692307692307693,0.0
257,8,7,2,0,1.93,2,1,0.875,0.25,0.0
258,7,5,1,0,1.85,2,1,0.7142857142857143,0.14285714285714285,0.0
259,8,7,1,0,2.06,3,1,0.875,0.125,0.0
260,9,6,1,0,1.65,1,1,0.6666666666666666,0.1111111111111111,0.0
261,18,13,1,0,2.09,0,0,0.7222222222222222,0.05555555555555555,0.0
262,6,4,0,0,2.66,0,1,0.6666666666666666,0.0,0.0
263,17,14,1,0,2.0,1,1,0.8235294117647058,0.058823529411764705,0.0
264,16,13,0,0,2.38,3,1,0.8125,0.0,0.0
265,13,12,1,0,2.41,0,1,0.9230769230769231,0.07692307692307693,0.0
266,16,12,0,0,2.17,3,1,0.75,0.0,0.0
267,10,9,0,0,1.59,1,1,0.9,0.0,0.0
268,8,7,0,0,2.18,2,1,0.875,0.0,0.0
269,9,6,0,0,1.72,3,0,0.6666666666666666,0.0,0.0
270,12,11,2,0,2.46,0,1,0.9166666666666666,0.16666666666666666,0.0
271,19,16,1,0,1.71,1,1,0.8421052631578947,0.05263157894736842,0.0
272,17,15,1,0,1.74,2,1,0.8823529411764706,0.058823529411764705,0.0
273,11,8,1,0,1.88,1,1,0.7272727272727273,0.09090909090909091,0.0
274,11,9,2,0,1.87,1,1,0.8181818181818182,0.18181818181818182,0.0
275,19,14,2,0,2.88,1,1,0.7368421052631579,0.10526315789473684,0.0
276,19,18,0,0,2.49,1,0,0.9473684210526315,0.0,0.0
277,10,9,0,0,2.81,0,1,0.9,0.0,0.0
278,17,12,2,0,2.65,0,1,0.7058823529411765,0.11764705882352941,0.0
279,7,6,1,0,1.98,0,1,0.8571428571428571,0.14285714285714285,0.0
280,5,4,1,0,1.99,0,1,0.8,0.2,0.0
281,14,12,2,0,2.32,3,1,0.8571428571428571,0.14285714285714285,0.0
282,5,3,1,0,1.75,2,1,0.6,0.2,0.0
283,6,5,0,0,2.93,1,1,0.8333333333333334,0.0,0.0
284,16,12,0,0,1.72,3,1,0.75,0.0,0.0
285,19,17,2,0,2.72,2,1,0.8947368421052632,0.10526315789473684,0.0
286,15,13,0,0,1.51,2,1,0.8666666666666667,0.0,0.0
287,16,14,0,0,1.59,2,1,0.875,0.0,0.0
288,10,9,1,0,1.89,3,1,0.9,0.1,0.0
289,15,11,2,0,1.97,3,1,0.7333333333333333,0.13333333333333333,0.0
290,6,5,0,1,1.68,1,1,0.8333333333333334,0.0,0.16666666666666666
291,19,17,1,0,2.56,2,1,0.8947368421052632,0.05263157894736842,0.0
292,14,10,1,0,2.23,3,1,0.7142857142857143,0.07142857142857142,0.0
293,5,4,0,0,1.5,2,1,0.8,0.0,0.0
294,9,7,0,0,2.42,2,1,0.7777777777777778,0.0,0.0
295,17,13,0,0,1.95,0,1,0.7647058823529411,0.0,0.0
296,8,7,2,0,2.65,1,1,0.875,0.25,0.0
297,11,9,0,0,2.8,2,1,0.8181818181818182,0.0,0.0
298,9,6,1,0,1.85,2,1,0.6666666666666666,0.1111111111111111,0.0
299,15,12,0,0,1.59,0,1,0.8,0.0,0.0
300,7,5,0,0,2.14,1,1,0.7142857142857143,0.0,0.0
301,5,3,2,0,1.66,1,1,0.6,0.4,0.0
302,14,13,2,0,1.63,3,1,0.9285714285714286,0.14285714285714285,0.0
303,7,5,0,0,2.43,0,1,0.7142857142857143,0.0,0.0
304,16,13,0,0,2.31,3,1,0.8125,0.0,0.0
305,6,4,1,0,2.0,1,1,0.6666666666666666,0.16666666666666666,0.0
306,11,9,1,0,2.17,1,1,0.8181818181818182,0.09090909090909091,0.0
307,10,8,0,0,2.63,2,1,0.8,0.0,0.0
308,14,11,1,0,1.5,3,1,0.7857142857142857,0.07142857142857142,0.0
309,12,11,1,0,2.96,3,1,0.9166666666666666,0.08333333333333333,0.0
310,8,7,0,0,1.64,0,1,0.875,0.0,0.0
311,12,11,0,0,2.67,3,1,0.9166666666666666,0.0,0.0
312,18,16,0,0,2.04,0,1,0.8888888888888888,0.0,0.0
313,15,11,0,0,2.1,2,1,0.7333333333333333,0.0,0.0
314,8,7,2,0,2.25,1,0,0.875,0.25,0.0
315,9,7,2,0,2.73,1,1,0.7777777777777778,0.2222222222222222,0.0
316,12,10,1,0,2.69,2,1,0.8333333333333334,0.08333333333333333,0.0
317,13,11,0,0,2.54,2,1,0.8461538461538461,0.0,0.0
318,8,7,1,0,2.22,0,1,0.875,0.125,0.0
319,19,14,1,0,1.76,1,1,0.7368421052631579,0.05263157894736842,0.0
320,13,10,0,0,1.6,1,1,0.7692307692307693,0.0,0.0
321,13,11,0,0,1.68,3,1,0.8461538461538461,0.0,0.0
322,19,17,1,0,2.46,2,1,0.8947368421052632,0.05263157894736842,0.0
323,18,14,2,0,2.35,2,1,0.7777777777777778,0.1111111111111111,0.0
324,13,10,1,1,2.43,0,1,0.7692307692307693,0.07692307692307693,0.07692307692307693
325,11,10,0,0,2.67,0,1,0.9090909090909091,0.0,0.0
326,11,8,2,0,2.42,0,1,0.7272727272727273,0.18181818181818182,0.0
327,8,7,1,0,2.69,2,1,0.875,0.125,0.0
328,17,14,2,0,2.74,1,1,0.8235294117647058,0.11764705882352941,0.0
329,10,7,1,0,2.22,1,1,0.7,0.1,0.0
330,19,18,1,0,2.3,3,1,0.9473684210526315,0.05263157894736842,0.0
331,9,7,1,0,2.7,0,0,0.7777777777777778,0.1111111111111111,0.0
332,8,6,2,0,2.18,2,1,0.75,0.25,0.0
333,11,8,1,0,1.99,1,1,0.7272727272727273,0.09090909090909091,0.0
334,12,11,0,0,2.19,0,1,0.9166666666666666,0.0,0.0
335,17,12,0,0,1.97,3,1,0.7058823529411765,0.0,0.0
336,16,15,0,0,1.56,1,1,0.9375,0.0,0.0
337,9,8,2,0,2.18,2,1,0.8888888888888888,0.2222222222222222,0.0
338,5,4,2,0,1.66,2,0,0.8,0.4,0.0
339,11,8,0,0,2.57,2,1,0.7272727272727273,0.0,0.0
340,12,11,0,1,2.08,0,1,0.9166666666666666,0.0,0.08333333333333333
341,8,6,2,0,1.78,2,1,0.75,0.25,0.0
342,9,6,1,0,1.9,3,1,0.6666666666666666,0.1111111111111111,0.0
343,16,12,2,0,2.44,3,1,0.75,0.125,0.0
344,6,4,0,0,2.66,3,1,0.6666666666666666,0.0,0.0
345,14,12,1,0,2.7,1,1,0.8571428571428571,0.07142857142857142,0.0
346,12,10,1,0,2.62,3,1,0.8333333333333334,0.08333333333333333,0.0
347,16,13,2,0,2.89,0,1,0.8125,0.125,0.0
348,13,12,2,0,2.42,1,1,0.9230769230769231,0.15384615384615385,0.0
349,18,16,0,0,2.83,2,1,0.8888888888888888,0.0,0.0
350,7,6,1,0,1.89,0,1,0.8571428571428571,0.14285714285714285,0.0
351,9,6,1,0,2.62,3,1,0.6666666666666666,0.1111111111111111,0.0
352,11,10,1,0,2.91,0,1,0.9090909090909091,0.09090909090909091,0.0
353,6,5,0,0,2.73,3,1,0.8333333333333334,0.0,0.0
354,7,5,0,0,2.39,0,1,0.7142857142857143,0.0,0.0
355,19,16,2,0,2.37,2,1,0.8421052631578947,0.10526315789473684,0.0
356,9,8,1,0,1.87,3,1,0.8888888888888888,0.1111111111111111,0.0
357,5,4,2,0,2.49,1,1,0.8,0.4,0.0
358,9,7,2,0,2.03,1,1,0.7777777777777778,0.2222222222222222,0.0
359,8,7,1,0,1.55,1,1,0.875,0.125,0.0
360,18,13,1,0,1.99,3,1,0.7222222222222222,0.05555555555555555,0.0
361,11,9,2,1,2.08,3,1,0.8181818181818182,0.18181818181818182,0.09090909090909091
362,14,13,1,0,2.49,0,1,0.9285714285714286,0.07142857142857142,0.0
363,11,8,1,0,1.77,3,1,0.7272727272727273,0.09090909090909091,0.0
364,5,3,2,0,2.59,1,1,0.6,0.4,0.0
365,14,12,1,0,2.71,1,1,0.8571428571428571,0.07142857142857142,0.0
366,16,14,0,0,1.59,2,1,0.875,0.0,0.0
367,18,14,1,0,2.28,3,1,0.7777777777777778,0.05555555555555555,0.0
368,8,7,2,0,1.63,0,1,0.875,0.25,0.0
369,15,14,2,0,2.9,0,1,0.9333333333333333,0.13333333333333333,0.0
370,5,4,2,0,2.99,1,1,0.8,0.4,0.0
371,11,8,1,0,2.35,0,0,0.7272727272727273,0.09090909090909091,0.0
372,7,5,2,0,2.38,1,1,0.7142857142857143,0.2857142857142857,0.0
373,15,11,2,0,2.78,1,1,0.7333333333333333,0.13333333333333333,0.0
374,9,6,0,0,2.19,0,1,0.6666666666666666,0.0,0.0
375,10,8,1,0,2.86,1,1,0.8,0.1,0.0
376,8,7,0,0,1.7,3,1,0.875,0.0,0.0
377,8,7,0,1,1.92,1,1,0.875,0.0,0.125
378,10,9,2,0,1.87,1,1,0.9,0.2,0.0
379,10,9,1,0,1.6,1,1,0.9,0.1,0.0
380,12,11,1,0,2.02,0,1,0.9166666666666666,0.08333333333333333,0.0
381,15,13,1,0,2.6,1,1,0.8666666666666667,0.06666666666666667,0.0
382,12,11,2,0,2.13,1,1,0.9166666666666666,0.16666666666666666,0.0
383,13,9,1,1,2.48,0,1,0.6923076923076923,0.07692307692307693,0.07692307692307693
384,12,9,2,0,2.41,0,1,0.75,0.16666666666666666,0.0
385,13,9,1,0,1.88,2,1,0.6923076923076923,0.07692307692307693,0.0
