citizen_id,total_reports,valid_reports,invalid_reports,duplicate_reports,fake_image_count,avg_severity_reported,reports_last_30_days,trust_label,valid_ratio,duplicate_rate,fake_image_ratio
80,14,12,2,1,0,3.12,0,1,0.8571428571428571,0.07142857142857142,0.0
81,13,12,1,1,0,1.73,2,1,0.9230769230769231,0.07692307692307693,0.0
82,11,9,2,0,0,3.17,1,1,0.8181818181818182,0.0,0.0
83,17,16,1,1,0,2.25,2,1,0.9411764705882353,0.058823529411764705,0.0
84,17,16,1,0,0,2.99,1,1,0.9411764705882353,0.0,0.0
85,16,14,2,0,0,1.94,2,1,0.875,0.0,0.0
86,6,5,1,0,0,1.09,2,1,0.8333333333333334,0.0,0.0
87,13,11,2,0,0,1.72,1,1,0.8461538461538461,0.0,0.0
88,14,12,2,1,0,1.09,0,1,0.8571428571428571,0.07142857142857142,0.0
89,10,8,2,1,0,1.32,2,1,0.8,0.1,0.0
90,5,4,1,1,0,1.68,0,1,0.8,0.2,0.0
91,16,12,4,0,0,1.13,1,1,0.75,0.0,0.0
92,8,7,1,0,0,2.59,2,1,0.875,0.0,0.0
93,8,7,1,0,0,2.29,1,1,0.875,0.0,0.0
94,18,16,2,0,0,2.08,2,1,0.8888888888888888,0.0,0.0
95,14,13,1,1,0,1.46,0,1,0.9285714285714286,0.07142857142857142,0.0
96,18,16,2,0,0,2.72,0,1,0.8888888888888888,0.0,0.0
97,5,4,1,1,0,1.39,1,1,0.8,0.2,0.0
98,6,5,1,1,0,2.79,1,1,0.8333333333333334,0.16666666666666666,0.0
99,12,9,3,0,0,3.39,0,1,0.75,0.0,0.0
100,11,10,1,0,0,2.83,1,1,0.9090909090909091,0.0,0.0
101,7,6,1,1,0,2.89,2,1,0.8571428571428571,0.14285714285714285,0.0
102,13,10,3,1,0,1.24,0,1,0.7692307692307693,0.07692307692307693,0.0
103,18,15,3,1,0,2.19,0,1,0.8333333333333334,0.05555555555555555,0.0
104,14,12,2,1,0,2.18,0,1,0.8571428571428571,0.07142857142857142,0.0
105,5,4,1,1,0,2.62,1,1,0.8,0.2,0.0
106,14,12,2,1,0,3.22,0,1,0.8571428571428571,0.07142857142857142,0.0
107,8,6,2,1,0,3.33,1,1,0.75,0.125,0.0
108,5,4,1,1,0,2.71,0,1,0.8,0.2,0.0
109,12,11,1,1,0,3.17,0,1,0.9166666666666666,0.08333333333333333,0.0
110,15,13,2,0,0,2.15,0,1,0.8666666666666667,0.0,0.0
111,7,5,2,0,0,3.05,2,1,0.7142857142857143,0.0,0.0
112,12,10,2,0,0,1.17,0,1,0.8333333333333334,0.0,0.0
113,19,16,3,1,0,1.24,0,1,0.8421052631578947,0.05263157894736842,0.0
114,7,5,2,0,0,1.8,1,1,0.7142857142857143,0.0,0.0
115,14,12,2,1,0,3.04,1,1,0.8571428571428571,0.07142857142857142,0.0
116,13,12,1,1,0,2.74,1,1,0.9230769230769231,0.07692307692307693,0.0
117,17,15,2,0,0,3.01,0,1,0.8823529411764706,0.0,0.0
118,13,11,2,0,0,2.42,0,1,0.8461538461538461,0.0,0.0
119,7,5,2,0,0,1.63,1,1,0.7142857142857143,0.0,0.0
120,12,11,1,1,0,1.6,0,1,0.9166666666666666,0.08333333333333333,0.0
121,11,8,3,0,0,1.6,0,1,0.7272727272727273,0.0,0.0
122,18,14,4,0,0,2.24,1,1,0.7777777777777778,0.0,0.0
123,13,11,2,0,0,1.25,2,1,0.8461538461538461,0.0,0.0
124,8,7,1,0,0,3.12,0,1,0.875,0.0,0.0
125,13,12,1,1,0,2.69,1,1,0.9230769230769231,0.07692307692307693,0.0
126,8,6,2,1,0,1.21,2,1,0.75,0.125,0.0
127,9,7,2,1,0,2.38,0,1,0.7777777777777778,0.1111111111111111,0.0
128,9,8,1,0,0,2.95,2,1,0.8888888888888888,0.0,0.0
129,11,8,3,0,0,3.44,1,1,0.7272727272727273,0.0,0.0
130,18,16,2,1,0,2.84,0,1,0.8888888888888888,0.05555555555555555,0.0
131,17,15,2,0,0,3.42,1,1,0.8823529411764706,0.0,0.0
132,13,11,2,1,0,1.25,0,1,0.8461538461538461,0.07692307692307693,0.0
133,11,9,2,0,0,1.99,1,1,0.8181818181818182,0.0,0.0
134,15,13,2,1,0,2.28,0,1,0.8666666666666667,0.06666666666666667,0.0
135,10,8,2,1,0,1.93,0,1,0.8,0.1,0.0
136,8,6,2,0,0,3.47,2,1,0.75,0.0,0.0
137,8,7,1,1,0,2.2,2,1,0.875,0.125,0.0
138,16,13,3,0,0,1.62,2,1,0.8125,0.0,0.0
139,7,5,2,1,0,1.63,2,1,0.7142857142857143,0.14285714285714285,0.0
140,6,5,1,1,0,2.85,1,1,0.8333333333333334,0.16666666666666666,0.0
141,12,9,3,0,0,2.86,0,1,0.75,0.0,0.0
142,7,5,2,1,0,2.0,1,1,0.7142857142857143,0.14285714285714285,0.0
143,16,12,4,0,0,1.56,0,1,0.75,0.0,0.0
144,10,9,1,1,0,3.42,0,1,0.9,0.1,0.0
145,17,15,2,0,0,3.31,1,1,0.8823529411764706,0.0,0.0
146,16,12,4,1,0,2.74,2,1,0.75,0.0625,0.0
147,13,11,2,0,0,1.54,0,1,0.8461538461538461,0.0,0.0
148,19,17,2,0,0,2.74,0,1,0.8947368421052632,0.0,0.0
149,7,6,1,0,0,3.29,0,1,0.8571428571428571,0.0,0.0
150,14,12,2,1,0,1.69,0,1,0.8571428571428571,0.07142857142857142,0.0
151,16,15,1,1,0,1.57,1,1,0.9375,0.0625,0.0
152,16,15,1,0,0,1.65,0,1,0.9375,0.0,0.0
153,15,13,2,0,0,1.7,0,1,0.8666666666666667,0.0,0.0
154,9,8,1,0,0,1.33,0,1,0.8888888888888888,0.0,0.0
155,7,5,2,1,0,2.04,1,1,0.7142857142857143,0.14285714285714285,0.0
156,9,7,2,0,0,1.21,1,1,0.7777777777777778,0.0,0.0
157,18,15,3,0,0,1.41,0,1,0.8333333333333334,0.0,0.0
158,12,9,3,1,0,2.2,0,1,0.75,0.08333333333333333,0.0
159,19,15,4,0,0,2.87,0,1,0.7894736842105263,0.0,0.0
160,13,11,2,0,0,2.42,2,1,0.8461538461538461,0.0,0.0
161,5,4,1,1,0,2.04,0,1,0.8,0.2,0.0
162,5,4,1,0,0,3.16,2,1,0.8,0.0,0.0
163,5,4,1,0,0,2.87,2,1,0.8,0.0,0.0
164,7,5,2,0,0,2.82,0,1,0.7142857142857143,0.0,0.0
165,14,12,2,0,0,1.6,0,1,0.8571428571428571,0.0,0.0
166,13,11,2,0,0,1.69,2,1,0.8461538461538461,0.0,0.0
167,8,7,1,0,0,2.89,0,1,0.875,0.0,0.0
168,6,5,1,0,0,2.68,2,1,0.8333333333333334,0.0,0.0
169,6,5,1,1,0,2.3,2,1,0.8333333333333334,0.16666666666666666,0.0
170,16,12,4,1,0,1.22,0,1,0.75,0.0625,0.0
171,15,12,3,0,0,1.07,2,1,0.8,0.0,0.0
172,19,15,4,0,0,2.76,1,1,0.7894736842105263,0.0,0.0
173,7,5,2,1,0,1.88,1,1,0.7142857142857143,0.14285714285714285,0.0
174,6,5,1,1,0,2.09,2,1,0.8333333333333334,0.16666666666666666,0.0
175,19,16,3,1,0,2.28,0,1,0.8421052631578947,0.05263157894736842,0.0
176,12,11,1,1,0,2.56,1,1,0.9166666666666666,0.08333333333333333,0.0
177,7,5,2,0,0,1.37,0,1,0.7142857142857143,0.0,0.0
178,12,9,3,1,0,1.65,0,1,0.75,0.08333333333333333,0.0
179,12,9,3,1,0,2.23,1,1,0.75,0.08333333333333333,0.0
180,17,14,3,0,0,1.6,2,1,0.8235294117647058,0.0,0.0
181,7,5,2,0,0,1.32,2,1,0.7142857142857143,0.0,0.0
182,19,17,2,1,0,3.24,0,1,0.8947368421052632,0.05263157894736842,0.0
183,7,5,2,0,0,2.5,1,1,0.7142857142857143,0.0,0.0
184,7,5,2,0,0,1.86,0,1,0.7142857142857143,0.0,0.0
185,14,11,3,1,0,2.37,0,1,0.7857142857142857,0.07142857142857142,0.0
186,9,7,2,1,0,3.24,1,1,0.7777777777777778,0.1111111111111111,0.0
187,5,4,1,1,0,2.73,1,1,0.8,0.2,0.0
188,13,11,2,0,0,2.57,2,1,0.8461538461538461,0.0,0.0
189,19,18,1,1,0,3.3,2,1,0.9473684210526315,0.05263157894736842,0.0
190,17,13,4,1,0,1.21,0,1,0.7647058823529411,0.058823529411764705,0.0
191,7,5,2,1,0,2.34,2,1,0.7142857142857143,0.14285714285714285,0.0
192,12,10,2,1,0,2.9,1,1,0.8333333333333334,0.08333333333333333,0.0
193,18,17,1,1,0,1.16,0,1,0.9444444444444444,0.05555555555555555,0.0
194,15,14,1,0,0,3.24,2,1,0.9333333333333333,0.0,0.0
195,18,16,2,0,0,3.17,0,1,0.8888888888888888,0.0,0.0
196,10,8,2,0,0,1.26,2,1,0.8,0.0,0.0
197,11,8,3,1,0,2.41,1,1,0.7272727272727273,0.09090909090909091,0.0
198,5,4,1,0,0,1.82,1,1,0.8,0.0,0.0
199,16,12,4,0,0,2.48,0,1,0.75,0.0,0.0
200,8,7,1,0,0,2.25,0,1,0.875,0.0,0.0
201,19,18,1,0,0,2.47,1,1,0.9473684210526315,0.0,0.0
202,12,9,3,1,0,1.95,2,1,0.75,0.08333333333333333,0.0
203,9,8,1,1,0,2.52,1,1,0.8888888888888888,0.1111111111111111,0.0
204,15,14,1,0,0,2.51,1,1,0.9333333333333333,0.0,0.0
205,5,4,1,0,0,1.56,1,1,0.8,0.0,0.0
206,10,8,2,1,0,1.47,1,1,0.8,0.1,0.0
207,18,15,3,0,0,3.11,2,1,0.8333333333333334,0.0,0.0
208,7,5,2,0,0,3.46,0,1,0.7142857142857143,0.0,0.0
209,19,16,3,1,0,3.16,2,1,0.8421052631578947,0.05263157894736842,0.0
210,10,9,1,0,0,1.43,1,1,0.9,0.0,0.0
211,7,6,1,0,0,2.39,1,1,0.8571428571428571,0.0,0.0
212,12,10,2,0,0,2.92,0,1,0.8333333333333334,0.0,0.0
213,10,9,1,1,0,1.5,2,1,0.9,0.1,0.0
214,8,6,2,1,0,2.77,2,1,0.75,0.125,0.0
215,18,17,1,1,0,2.27,0,1,0.9444444444444444,0.05555555555555555,0.0
216,19,18,1,0,0,2.48,2,1,0.9473684210526315,0.0,0.0
217,10,9,1,1,0,2.37,1,1,0.9,0.1,0.0
218,14,12,2,0,0,1.22,1,1,0.8571428571428571,0.0,0.0
219,19,15,4,0,0,1.29,0,1,0.7894736842105263,0.0,0.0
220,19,18,1,1,0,2.99,2,1,0.9473684210526315,0.05263157894736842,0.0
221,19,15,4,0,0,2.86,1,1,0.7894736842105263,0.0,0.0
222,6,5,1,0,0,3.35,2,1,0.8333333333333334,0.0,0.0
223,16,14,2,0,0,2.85,0,1,0.875,0.0,0.0
224,10,9,1,1,0,1.35,0,1,0.9,0.1,0.0
225,13,10,3,1,0,3.06,1,1,0.7692307692307693,0.07692307692307693,0.0
226,9,7,2,0,0,2.58,2,1,0.7777777777777778,0.0,0.0
227,18,17,1,0,0,2.47,0,1,0.9444444444444444,0.0,0.0
228,6,5,1,1,0,2.78,2,1,0.8333333333333334,0.16666666666666666,0.0
229,7,5,2,1,0,2.87,0,1,0.7142857142857143,0.14285714285714285,0.0
230,19,15,4,0,0,3.25,0,1,0.7894736842105263,0.0,0.0
231,11,9,2,1,0,3.27,0,1,0.8181818181818182,0.09090909090909091,0.0
232,7,5,2,0,0,3.35,1,1,0.7142857142857143,0.0,0.0
233,11,10,1,1,0,1.35,1,1,0.9090909090909091,0.09090909090909091,0.0
234,19,17,2,0,0,2.33,0,1,0.8947368421052632,0.0,0.0
235,11,10,1,1,0,1.38,0,1,0.9090909090909091,0.09090909090909091,0.0
236,5,4,1,0,0,2.95,0,1,0.8,0.0,0.0
237,5,4,1,1,0,2.79,1,1,0.8,0.2,0.0
238,9,7,2,1,0,1.26,0,1,0.7777777777777778,0.1111111111111111,0.0
239,17,15,2,0,0,1.32,0,1,0.8823529411764706,0.0,0.0
240,12,11,1,0,0,2.22,0,1,0.9166666666666666,0.0,0.0
241,8,7,1,0,0,1.03,1,1,0.875,0.0,0.0
242,7,5,2,1,0,1.63,1,1,0.7142857142857143,0.14285714285714285,0.0
243,9,8,1,0,0,3.27,1,1,0.8888888888888888,0.0,0.0
244,10,9,1,1,0,2.16,2,1,0.9,0.1,0.0
245,18,16,2,1,0,2.47,1,1,0.8888888888888888,0.05555555555555555,0.0
246,18,15,3,0,0,1.05,0,1,0.8333333333333334,0.0,0.0
247,16,14,2,1,0,3.31,0,1,0.875,0.0625,0.0
248,12,11,1,1,0,2.44,0,1,0.9166666666666666,0.08333333333333333,0.0
249,14,11,3,1,0,2.84,2,1,0.7857142857142857,0.07142857142857142,0.0
250,12,9,3,1,0,2.13,2,1,0.75,0.08333333333333333,0.0
251,18,14,4,0,0,3.1,1,1,0.7777777777777778,0.0,0.0
252,10,8,2,0,0,3.17,0,1,0.8,0.0,0.0
253,11,10,1,1,0,2.0,2,1,0.9090909090909091,0.09090909090909091,0.0
254,13,10,3,0,0,3.01,1,1,0.7692307692307693,0.0,0.0
255,9,8,1,0,0,2.0,2,1,0.8888888888888888,0.0,0.0
256,13,11,2,0,0,1.87,1,1,0.8461538461538461,0.0,0.0
257,6,4,2,1,0,2.13,2,1,0.6666666666666666,0.16666666666666666,0.0
258,15,14,1,1,0,1.35,2,1,0.9333333333333333,0.06666666666666667,0.0
259,12,9,3,0,0,1.08,1,1,0.75,0.0,0.0
260,5,4,1,0,0,2.45,0,1,0.8,0.0,0.0
261,10,9,1,1,0,2.66,1,1,0.9,0.1,0.0
262,11,8,3,1,0,1.37,0,1,0.7272727272727273,0.09090909090909091,0.0
263,10,9,1,1,0,3.49,2,1,0.9,0.1,0.0
264,5,4,1,0,0,1.77,0,1,0.8,0.0,0.0
265,18,16,2,0,0,3.0,2,1,0.8888888888888888,0.0,0.0
266,18,17,1,1,0,2.56,0,1,0.9444444444444444,0.05555555555555555,0.0
267,17,14,3,1,0,1.16,2,1,0.8235294117647058,0.058823529411764705,0.0
268,18,16,2,0,0,2.31,1,1,0.8888888888888888,0.0,0.0
269,16,12,4,1,0,2.4,1,1,0.75,0.0625,0.0
270,19,18,1,0,0,1.19,0,1,0.9473684210526315,0.0,0.0
271,7,6,1,1,0,3.24,1,1,0.8571428571428571,0.14285714285714285,0.0
272,6,5,1,0,0,3.45,2,1,0.8333333333333334,0.0,0.0
273,6,4,2,0,0,2.38,0,1,0.6666666666666666,0.0,0.0
274,7,6,1,0,0,2.26,2,1,0.8571428571428571,0.0,0.0
275,12,10,2,0,0,2.42,2,1,0.8333333333333334,0.0,0.0
276,7,5,2,1,0,2.8,2,1,0.7142857142857143,0.14285714285714285,0.0
277,7,6,1,1,0,2.51,1,1,0.8571428571428571,0.14285714285714285,0.0
278,18,16,2,1,0,1.35,0,1,0.8888888888888888,0.05555555555555555,0.0
279,18,16,2,0,0,1.03,1,1,0.8888888888888888,0.0,0.0
280,11,8,3,0,0,1.07,0,1,0.7272727272727273,0.0,0.0
281,17,15,2,1,0,2.05,0,1,0.8823529411764706,0.058823529411764705,0.0
282,6,4,2,0,0,1.85,0,1,0.6666666666666666,0.0,0.0
283,14,13,1,1,0,2.48,2,1,0.9285714285714286,0.07142857142857142,0.0
284,16,15,1,0,0,2.02,0,1,0.9375,0.0,0.0
285,18,14,4,1,0,1.74,0,1,0.7777777777777778,0.05555555555555555,0.0
286,8,7,1,1,0,3.17,0,1,0.875,0.125,0.0
287,12,11,1,1,0,3.0,2,1,0.9166666666666666,0.08333333333333333,0.0
288,5,4,1,1,0,2.28,2,1,0.8,0.2,0.0
289,13,11,2,0,0,1.64,0,1,0.8461538461538461,0.0,0.0
290,10,9,1,0,0,3.46,1,1,0.9,0.0,0.0
291,14,11,3,0,0,1.68,1,1,0.7857142857142857,0.0,0.0
292,15,13,2,1,0,3.04,0,1,0.8666666666666667,0.06666666666666667,0.0
293,13,11,2,1,0,2.01,0,1,0.8461538461538461,0.07692307692307693,0.0
294,10,9,1,1,0,1.27,2,1,0.9,0.1,0.0
295,10,8,2,0,0,1.67,0,1,0.8,0.0,0.0
296,15,13,2,1,0,2.66,0,1,0.8666666666666667,0.06666666666666667,0.0
297,11,9,2,0,0,2.05,0,1,0.8181818181818182,0.0,0.0
298,16,13,3,1,0,1.12,1,1,0.8125,0.0625,0.0
299,16,13,3,0,0,1.21,0,1,0.8125,0.0,0.0
300,8,6,2,1,0,1.97,0,1,0.75,0.125,0.0
301,12,11,1,1,0,2.8,0,1,0.9166666666666666,0.08333333333333333,0.0
302,12,11,1,1,0,1.99,1,1,0.9166666666666666,0.08333333333333333,0.0
303,12,10,2,1,0,2.21,0,1,0.8333333333333334,0.08333333333333333,0.0
304,14,13,1,1,0,2.49,2,1,0.9285714285714286,0.07142857142857142,0.0
305,15,12,3,1,0,2.49,2,1,0.8,0.06666666666666667,0.0
306,6,4,2,1,0,1.27,1,1,0.6666666666666666,0.16666666666666666,0.0
307,13,10,3,0,0,2.76,0,1,0.7692307692307693,0.0,0.0
308,12,10,2,0,0,1.19,2,1,0.8333333333333334,0.0,0.0
309,6,4,2,1,0,1.68,2,1,0.6666666666666666,0.16666666666666666,0.0
310,6,5,1,0,0,1.23,0,1,0.8333333333333334,0.0,0.0
311,15,12,3,0,0,3.38,0,1,0.8,0.0,0.0
312,11,8,3,0,0,3.4,1,1,0.7272727272727273,0.0,0.0
313,7,6,1,0,0,2.9,0,1,0.8571428571428571,0.0,0.0
314,9,8,1,1,0,3.45,1,1,0.8888888888888888,0.1111111111111111,0.0
315,6,4,2,1,0,2.73,2,1,0.6666666666666666,0.16666666666666666,0.0
316,13,10,3,1,0,1.11,2,1,0.7692307692307693,0.07692307692307693,0.0
317,11,8,3,0,0,2.42,1,1,0.7272727272727273,0.0,0.0
318,14,13,1,1,0,2.74,2,1,0.9285714285714286,0.07142857142857142,0.0
319,13,12,1,1,0,2.05,1,1,0.9230769230769231,0.07692307692307693,0.0
320,17,14,3,0,0,1.14,1,1,0.8235294117647058,0.0,0.0
321,7,6,1,0,0,2.61,1,1,0.8571428571428571,0.0,0.0
322,18,16,2,1,0,2.4,2,1,0.8888888888888888,0.05555555555555555,0.0
323,17,14,3,0,0,2.33,0,1,0.8235294117647058,0.0,0.0
324,14,13,1,0,0,1.79,2,1,0.9285714285714286,0.0,0.0
325,5,4,1,1,0,2.65,0,1,0.8,0.2,0.0
326,17,14,3,0,0,2.54,0,1,0.8235294117647058,0.0,0.0
327,18,15,3,0,0,3.18,2,1,0.8333333333333334,0.0,0.0
328,18,16,2,0,0,2.32,0,1,0.8888888888888888,0.0,0.0
329,7,5,2,0,0,1.88,1,1,0.7142857142857143,0.0,0.0
330,18,14,4,0,0,2.2,1,1,0.7777777777777778,0.0,0.0
331,13,12,1,0,0,1.23,1,1,0.9230769230769231,0.0,0.0
332,19,17,2,1,0,2.83,0,1,0.8947368421052632,0.05263157894736842,0.0
333,5,4,1,0,0,1.89,0,1,0.8,0.0,0.0
334,18,15,3,1,0,1.58,1,1,0.8333333333333334,0.05555555555555555,0.0
335,13,10,3,0,0,1.11,1,1,0.7692307692307693,0.0,0.0
336,19,15,4,0,0,3.37,2,1,0.7894736842105263,0.0,0.0
337,17,13,4,0,0,3.46,1,1,0.7647058823529411,0.0,0.0
338,19,16,3,1,0,3.26,2,1,0.8421052631578947,0.05263157894736842,0.0
339,6,4,2,0,0,2.0,2,1,0.6666666666666666,0.0,0.0
340,17,15,2,1,0,3.08,0,1,0.8823529411764706,0.058823529411764705,0.0
341,18,15,3,0,0,1.96,1,1,0.8333333333333334,0.0,0.0
342,13,10,3,1,0,3.07,2,1,0.7692307692307693,0.07692307692307693,0.0
343,9,7,2,1,0,1.54,2,1,0.7777777777777778,0.1111111111111111,0.0
344,13,12,1,1,0,2.31,1,1,0.9230769230769231,0.07692307692307693,0.0
345,15,13,2,0,0,2.23,1,1,0.8666666666666667,0.0,0.0
346,5,4,1,1,0,3.04,2,1,0.8,0.2,0.0
347,10,8,2,1,0,2.34,0,1,0.8,0.1,0.0
348,13,11,2,0,0,2.14,1,1,0.8461538461538461,0.0,0.0
349,12,11,1,0,0,3.22,0,1,0.9166666666666666,0.0,0.0
350,13,11,2,1,0,3.02,1,1,0.8461538461538461,0.07692307692307693,0.0
351,12,9,3,0,0,1.22,2,1,0.75,0.0,0.0
352,12,11,1,1,0,2.81,2,1,0.9166666666666666,0.08333333333333333,0.0
353,14,12,2,1,0,1.55,0,1,0.8571428571428571,0.07142857142857142,0.0
354,17,16,1,0,0,3.13,0,1,0.9411764705882353,0.0,0.0
355,12,9,3,1,0,2.48,1,1,0.75,0.08333333333333333,0.0
356,14,13,1,1,0,2.36,1,1,0.9285714285714286,0.07142857142857142,0.0
357,17,13,4,0,0,2.3,1,1,0.7647058823529411,0.0,0.0
358,12,9,3,0,0,1.4,2,1,0.75,0.0,0.0
359,17,15,2,0,0,3.33,0,1,0.8823529411764706,0.0,0.0
360,8,6,2,0,0,1.47,1,1,0.75,0.0,0.0
361,9,7,2,0,0,2.16,1,1,0.7777777777777778,0.0,0.0
362,19,17,2,1,0,3.05,1,1,0.8947368421052632,0.05263157894736842,0.0
363,9,8,1,0,0,1.0,2,1,0.8888888888888888,0.0,0.0
364,6,5,1,0,0,1.65,0,1,0.8333333333333334,0.0,0.0
365,6,5,1,0,0,1.82,1,1,0.8333333333333334,0.0,0.0
366,13,10,3,1,0,1.94,2,1,0.7692307692307693,0.07692307692307693,0.0
367,12,9,3,0,0,1.71,1,1,0.75,0.0,0.0
368,11,9,2,0,0,1.85,1,1,0.8181818181818182,0.0,0.0
369,16,14,2,1,0,1.26,0,1,0.875,0.0625,0.0
